Title,Phone_Number,Addresss,Rating,Num_rating,Rating Count,Price,Category,Cleaned Category,Website_URL,Latitudes,Longitudes,Image_URL,Description,Cleaned Addresss,Business Id
Classic Cuts Barbarshop and Cosmetics,6 79 67 17 03,"Bongo Square, Buea",0,0,0,,Hair Salon, Hair Salon ,"https://www.google.com/maps/place/Classic+Cuts+Barbarshop+and+Cosmetics/@4.1518299,9.1682331,13z/data=!4m10!1m2!2m1!1sbarber+in+buea!3m6!1s0x106133015f2557b1:0xc98c9ec9e79de1b7!8m2!3d4.1538191!4d9.2421959!15sCg5iYXJiZXIgaW4gYnVlYZIBCmhhaXJfc2Fsb27gAQA!16s%2Fg%2F11tjb9c2kr!5m1!1e1?entry=ttu",4.1518299,9.1682331,,Hair salon, Bongo Square  Buea ,0x106133015f2557b1:0xc98c9ec9e79de1b7
VIP HAIR CUT BUEA MILE 17,6 76 81 93 59,"Mile17 Moto park 676819459, Buea",0,0,0,,Hair Salon, Hair Salon ,"https://www.google.com/maps/place/VIP+HAIR+CUT+BUEA+MILE+17/@4.1501461,9.2283436,13z/data=!4m10!1m2!2m1!1sbarber+in+buea!3m6!1s0x106131ffcd2f4409:0xb7f4f12dffc942cd!8m2!3d4.1501461!4d9.3004414!15sCg5iYXJiZXIgaW4gYnVlYZIBCmhhaXJfc2Fsb27gAQA!16s%2Fg%2F11jcsvyd5d!5m1!1e1?entry=ttu",4.1501461,9.2283436,,Hair salon, Mile17 Moto park 676819459  Buea ,0x106131ffcd2f4409:0xb7f4f12dffc942cd
Shoga BarberShop,6 79 64 27 10,"Likoko Membea, Buea",0,0,0,,Handicrafts Artistic, Handicrafts Artistic ,"https://www.google.com/maps/place/Shoga+BarberShop/@4.1363461,9.15418,13z/data=!4m10!1m2!2m1!1sbarber+in+buea!3m6!1s0x106133aac370690b:0xc9b1aa98002cbcfe!8m2!3d4.1363461!4d9.2262778!15sCg5iYXJiZXIgaW4gYnVlYZIBFGFydGlzdGljX2hhbmRpY3JhZnRz4AEA!16s%2Fg%2F11ss4ygs3b!5m1!1e1?entry=ttu",4.1363461,9.15418,,Handicrafts artistic, Likoko Membea  Buea ,0x106133aac370690b:0xc9b1aa98002cbcfe
Graduate Education Abroad,6 75 57 97 97,"5786+VMJ, molyko to Buea town Rd, Buea",0,0,0,,Higher education establishment, Higher education establishment ,"https://www.google.com/maps/place/Graduate+Education+Abroad/@4.1569604,9.2234641,14z/data=!4m10!1m2!2m1!1sschool+in+buea!3m6!1s0x106133d624d554c5:0xbb220c0cbfdefeb5!8m2!3d4.1672036!4d9.2616386!15sCg5zY2hvb2wgaW4gYnVlYZIBD2dyYWR1YXRlX3NjaG9vbOABAA!16s%2Fg%2F11kks_nbjh?entry=ttu",4.1569604,9.2234641,,Higher education establishment, 5786 VMJ  molyko to Buea town Rd  Buea ,0x106133d624d554c5:0xbb220c0cbfdefeb5
Gracious Home,,"569V+C4F, Buea",0,0,0,,Holiday apartment rental, Holiday apartment rental ,"https://www.google.com/maps/place/Gracious+Home/@4.1493609,9.1603778,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133e61e39c83f:0x9db04281a6b14b21!8m2!3d4.1685597!4d9.2427845!15sCg5sb2RnZXMgaW4gQnVlYZIBGGhvbGlkYXlfYXBhcnRtZW50X3JlbnRhbOABAA!16s%2Fg%2F11k475wq4z?entry=ttu",4.1493609,9.1603778,,Holiday apartment rental, 569V C4F  Buea ,0x106133e61e39c83f:0x9db04281a6b14b21
Pinorich Boutique Hotel,6 53 22 02 96,"Pinorich Street Bokwai, Buea",0,0,0,,Holiday apartment rental, Holiday apartment rental ,"https://www.google.com/maps/place/Pinorich+Boutique+Hotel/@4.1501845,9.1827172,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133e28a51f6fd:0xe93820241706f844!8m2!3d4.1726709!4d9.2687078!15sCg5sb2RnZXMgaW4gQnVlYZIBGGhvbGlkYXlfYXBhcnRtZW50X3JlbnRhbOABAA!16s%2Fg%2F11tnf4jbjr?entry=ttu",4.1501845,9.1827172,,Holiday apartment rental, Pinorich Street Bokwai  Buea ,0x106133e28a51f6fd:0xe93820241706f844
Apex Annex Guest Facility,6 73 23 60 23,"Mile 17, Buea",0,0,0,,Holiday apartment rental, Holiday apartment rental ,"https://www.google.com/maps/place/Apex+Annex+Guest+Facility/@4.1688821,9.2054878,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106131a1f4e1b7d3:0x348c399ef492319b!8m2!3d4.1502753!4d9.3021665!15sCg5sb2RnZXMgaW4gQnVlYZIBGGhvbGlkYXlfYXBhcnRtZW50X3JlbnRhbOABAA!16s%2Fg%2F11k9lhxdzr?entry=ttu",4.1688821,9.2054878,,Holiday apartment rental, Mile 17  Buea ,0x106131a1f4e1b7d3:0x348c399ef492319b
Health Regional Delegation,,"562M+WJQ, Buea",0,0,0,,Hospital, Hospital ,"https://www.google.com/maps/place/Health+Regional+Delegation/@4.152343,9.2160759,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x106133da4ba35da5:0xae5bdf0240f02ee4!8m2!3d4.152343!4d9.2341003!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11l4wfj7zz?entry=ttu",4.152343,9.2160759,,Hospital, 562M WJQ  Buea ,0x106133da4ba35da5:0xae5bdf0240f02ee4
st monica health center,,"566X+34Q, Great Soppo, Buea",0,0,0,,Hospital, Hospital ,"https://www.google.com/maps/place/st+monica+health+center/@4.1573752,9.2341772,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x10613268526f3c51:0x3e1ec74768056421!8m2!3d4.1602224!4d9.247849!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11gdt46bm4?entry=ttu",4.1573752,9.2341772,,Hospital, 566X 34Q  Great Soppo  Buea ,0x10613268526f3c51:0x3e1ec74768056421
BCW Regional Office,2 33 32 33 05,"Malingo Street, Buea",0,0,0,,Hospital, Hospital ,"https://www.google.com/maps/place/BCW+Regional+Office/@4.1588011,9.2747551,15z/data=!4m10!1m2!2m1!1soffice+in+buea!3m6!1s0x106131ecdc26463f:0xbaad319ed5d71094!8m2!3d4.1588011!4d9.2927795!15sCg5vZmZpY2UgaW4gYnVlYZIBCGhvc3BpdGFs4AEA!16s%2Fg%2F11cn8z4qv6?entry=ttu",4.1588011,9.2747551,,Hospital, Malingo Street  Buea ,0x106131ecdc26463f:0xbaad319ed5d71094
L'hopital INCOREHCC,,"575V+G4C, Malingo Street, Buea",0,0,0,,Hospital, Hospital ,"https://www.google.com/maps/place/L'hopital+INCOREHCC/@4.163164,9.2706835,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x106131ecdc26463f:0x91f2b06ae3921cde!8m2!3d4.1588011!4d9.2927795!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11c2pnm767?entry=ttu",4.163164,9.2706835,https://lh5.googleusercontent.com/p/AF1QipNDvx7jNiW1SRrR0ElZqRt4JUSCm3poMDeXTV1R=w408-h306-k-no,Hospital, 575V G4C  Malingo Street  Buea ,0x106131ecdc26463f:0x91f2b06ae3921cde
University of Buea Undergraduate Library,,"university of buea, Buea",0,0,0,,Hospital, Hospital ,"https://www.google.com/maps/place/University+of+Buea+Undergraduate+Library/@4.1499625,9.2667871,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x1061315c06b0794d:0x6a1b14f8055aa761!8m2!3d4.1499625!4d9.2848115!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11ft5r2229?entry=ttu",4.1499625,9.2667871,,Hospital, university of buea  Buea ,0x1061315c06b0794d:0x6a1b14f8055aa761
St Michael Clinic,,"5832+H8W, Buea",0,0,0,,Hospital, Hospital ,"https://www.google.com/maps/place/St+Michael+Clinic/@4.1539961,9.2827967,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x10613130e215cead:0xf20dfc7c87488edb!8m2!3d4.1539961!4d9.3008211!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11gj0ghs8y?entry=ttu",4.1539961,9.2827967,,Hospital, 5832 H8W  Buea ,0x10613130e215cead:0xf20dfc7c87488edb
Bues,,"573G+656, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Bues/@4.1559658,9.1911265,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133e5e77c1aef:0x675d61557ae34b02!8m2!3d4.1530481!4d9.2753904!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11td9jkw1b?entry=ttu",4.1559658,9.1911265,,Hostel, 573G 656  Buea ,0x106133e5e77c1aef:0x675d61557ae34b02
The Pentagon,,"572G+XQQ, Biaka St, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/The+Pentagon/@4.1549525,9.2023511,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133d2a287f2ad:0x4483f535e01a552d!8m2!3d4.1524544!4d9.2769787!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11q2vd33yl?entry=ttu",4.1549525,9.2023511,,Hostel, 572G XQQ  Biaka St  Buea ,0x106133d2a287f2ad:0x4483f535e01a552d
Vela's cite,,"5747+97Q, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Vela's+cite/@4.1633095,9.1934735,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061339712b5d919:0xc026e4e71146a107!8m2!3d4.1559658!4d9.2632243!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11s50f50bz?entry=ttu",4.1633095,9.1934735,,Hostel, 5747 97Q  Buea ,0x1061339712b5d919:0xc026e4e71146a107
Dasela,,"5747+97Q, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Dasela/@4.1559658,9.1911265,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061332637593903:0x5f177d970ae1f47d!8m2!3d4.1559658!4d9.2632243!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11t7fb27df?entry=ttu",4.1559658,9.1911265,,Hostel, 5747 97Q  Buea ,0x1061332637593903:0x5f177d970ae1f47d
A & J Residential,,"575Q+W5V, Paramount St, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/A+%26+J+Residential/@4.1598719,9.215818,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061315ff1aef997:0x8c25e15212d3f2db!8m2!3d4.1598719!4d9.2879158!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11n8_vzy6y?entry=ttu",4.1598719,9.215818,,Hostel, 575Q W5V  Paramount St  Buea ,0x106131e5f1fd4923:0xfaa701d2c795fa26
Sanctuary,,"573M+92M, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Sanctuary/@4.1534628,9.210438,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106131cc1a373dad:0xe2bc20b24af29a62!8m2!3d4.1534628!4d9.2825358!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11t7mrxl9c?entry=ttu",4.1534628,9.210438,,Hostel, 573M 92M  Buea ,0x106131cc1a373dad:0xe2bc20b24af29a62
Wanderland cite,,"573P+Q5V, Untarred Malingo Street, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Wanderland+cite/@4.1523227,9.2618753,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x106131b27d897fb1:0xc37fc461b0a1719e!8m2!3d4.1544917!4d9.2854217!15sCgxjaXRlIGluIGJ1ZWGSAQZob3N0ZWzgAQA!16s%2Fg%2F11s5bz4z0h?entry=ttu",4.1523227,9.2618753,,Hostel, 573P Q5V  Untarred Malingo Street  Buea ,0x106131b27d897fb1:0xc37fc461b0a1719e
Washington Hostel,,"572J+W6C, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Washington+Hostel/@4.1688821,9.2054878,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061318c8ed2ba55:0xc41e229e4a34ed70!8m2!3d4.1523055!4d9.2805203!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11qp36c2zw?entry=ttu",4.1688821,9.2054878,,Hostel, 572J W6C  Buea ,0x1061318c8ed2ba55:0xc41e229e4a34ed70
Karishma,,"576Q+R3G, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Karishma/@4.1559658,9.1911265,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x10613179c8dd4b2d:0xdc1c7354e5a80c!8m2!3d4.1620713!4d9.2876973!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11t29pxg3p?entry=ttu",4.1559658,9.1911265,https://lh5.googleusercontent.com/p/AF1QipOeNIY2y3sCzGtdRYTxJz9JHVf68zsh3C13vDgJ=w408-h544-k-no,Hostel, 576Q R3G  Buea ,0x10613179c8dd4b2d:0xdc1c7354e5a80c
Caprissona hostel,,"237 Untarred Malingo Street, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Caprissona+hostel/@4.1549525,9.2023511,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061316e0b7af32b:0x80ace90a3f654133!8m2!3d4.1558678!4d9.2834777!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11r_mmwhtw?entry=ttu",4.1549525,9.2023511,,Hostel, 237 Untarred Malingo Street  Buea ,0x1061316e0b7af32b:0x80ace90a3f654133
Cite beside faith place,,"573P+MCF, Untarred Malingo Street, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Cite+beside+faith+place/@4.156641,9.2738648,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x10613147640ec81b:0xa04b876750c6f73b!8m2!3d4.154196!4d9.2860368!15sCgxjaXRlIGluIGJ1ZWGSAQZob3N0ZWzgAQA!16s%2Fg%2F11t7fdjvf8?entry=ttu",4.156641,9.2738648,,Hostel, 573P MCF  Untarred Malingo Street  Buea ,0x10613147640ec81b:0xa04b876750c6f73b
Abani,,"572R+8Q5, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/Abani/@4.17054,9.230184,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x10613128d9ea0e5f:0x8d12243bd4d6a602!8m2!3d4.1507365!4d9.2919839!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11v0spj25b?entry=ttu",4.17054,9.230184,,Hostel, 572R 8Q5  Buea ,0x10613128d9ea0e5f:0x8d12243bd4d6a602
ANYA HOSTEL,,"572R+8JG, Buea",0,0,0,,Hostel, Hostel ,"https://www.google.com/maps/place/ANYA+HOSTEL/@4.1549525,9.2023511,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061310f05f50c33:0xfabc2809233e6bf5!8m2!3d4.1508202!4d9.2915912!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11s4y3zth3?entry=ttu",4.1549525,9.2023511,https://lh5.googleusercontent.com/p/AF1QipPvm-JWImpnsK0J9AtGPF5OL04HR3_kB9oiypzr=w408-h544-k-no,Hostel, 572R 8JG  Buea ,0x1061310f05f50c33:0xfabc2809233e6bf5
BON,,"Seme Street, Buea",0,0,0,,Hotel, Hotel ,"https://www.google.com/maps/place/BON/@4.1688821,9.2054878,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133b6a0b54c8d:0x595f218f7215728f!8m2!3d4.1688821!4d9.2775856!15sCg5sb2RnZXMgaW4gQnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F11fvvhpvrt?entry=ttu",4.1688821,9.2054878,,Hotel, Seme Street  Buea ,0x106133b6a0b54c8d:0x595f218f7215728f
Frida farms,,"5748+H9P, Buea",0,0,0,,Hotel, Hotel ,"https://www.google.com/maps/place/Frida+farms/@4.1688821,9.2054878,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x10613376e1650847:0x9dd7f2ca20a1032c!8m2!3d4.1566828!4d9.2659464!15sCg5sb2RnZXMgaW4gQnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F11v0j8h_fr?entry=ttu",4.1688821,9.2054878,,Hotel, 5748 H9P  Buea ,0x10613376e1650847:0x9dd7f2ca20a1032c
I & I Apartments,6 51 03 03 53,"Federal Quarter, Buea",0,0,0,,accommodation, accommodation ,"https://www.google.com/maps/place/I+%26+I+Apartments/@4.1493609,9.1603778,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133ead50ac519:0x6ed1d23035d6e532!8m2!3d4.1494324!4d9.2287302!15sCg5sb2RnZXMgaW4gQnVlYZIBFnNlcnZpY2VkX2FjY29tbW9kYXRpb27gAQA!16s%2Fg%2F11hjdtrcyh?entry=ttu",4.1493609,9.1603778,,Independent accommodation with services, Federal Quarter  Buea ,0x106133ead50ac519:0x6ed1d23035d6e532
Goodmann Computers,6 71 64 83 65,"UB Junction, molyko to Buea town Rd, Buea",0,0,0,,school, school ,"https://www.google.com/maps/place/Goodmann+Computers/@4.1549139,9.2543964,14z/data=!4m10!1m2!2m1!1sschool+in+buea!3m6!1s0x1061316949d3f1d1:0xb3660244d9c26f35!8m2!3d4.1549139!4d9.2904453!15sCg5zY2hvb2wgaW4gYnVlYVoQIg5zY2hvb2wgaW4gYnVlYZIBGGNvbXB1dGVyX3RyYWluaW5nX3NjaG9vbOABAA!16s%2Fg%2F11n6wkchpx?entry=ttu",4.1549139,9.2543964,,Informatic school, UB Junction  molyko to Buea town Rd  Buea ,0x1061316949d3f1d1:0xb3660244d9c26f35
JABEA Residence,,"46PF+68J, Unnamed Road, Buea",0,0,0,,Lodge, Lodge ,"https://www.google.com/maps/place/JABEA+Residence/@4.1547384,9.21223,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133a9ca00435b:0x61b8a4e5b9aa416!8m2!3d4.135598!4d9.223269!15sCg5sb2RnZXMgaW4gQnVlYZIBBWxvZGdl4AEA!16s%2Fg%2F11j3t999q9?entry=ttu",4.1547384,9.21223,,Lodge, 46PF 68J  Unnamed Road  Buea ,0x106133a9ca00435b:0x61b8a4e5b9aa416
PCC PESH Guest House,,"5747+97Q, Buea Town opposite governors Street, Buea",0,0,0,,Lodge, Lodge ,"https://www.google.com/maps/place/PCC+PESH+Guest+House/@4.1586089,9.1750774,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061339790174c99:0x448b1606ca983212!8m2!3d4.1559658!4d9.2632243!15sCg5sb2RnZXMgaW4gQnVlYZIBBWxvZGdl4AEA!16s%2Fg%2F11mvwcw6qs?entry=ttu",4.1586089,9.1750774,,Lodge, 5747 97Q  Buea Town opposite governors Street  Buea ,0x1061339790174c99:0x448b1606ca983212
Taku Duplex,,"237 Untarred Malingo Street, Buea",0,0,0,,Lodge, Lodge ,"https://www.google.com/maps/place/Taku+Duplex/@4.1552538,9.2130246,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x10613169326fe711:0xf14470156a3c8241!8m2!3d4.1552538!4d9.2851224!15sCg5sb2RnZXMgaW4gQnVlYZIBBWxvZGdl4AEA!16s%2Fg%2F11frrc59fc?entry=ttu",4.1552538,9.2130246,,Lodge, 237 Untarred Malingo Street  Buea ,0x10613169326fe711:0xf14470156a3c8241
RENO RESIDENCE,,"Mile 17, Buea 237",0,0,0,,Lodge, Lodge ,"https://www.google.com/maps/place/RENO+RESIDENCE/@4.1547384,9.21223,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061310e1d0a05a7:0x2c7e93a6da646b56!8m2!3d4.1487486!4d9.3034401!15sCg5sb2RnZXMgaW4gQnVlYZIBBWxvZGdl4AEA!16s%2Fg%2F11hf26zh_q?entry=ttu",4.1547384,9.21223,,Lodge, Mile 17  Buea 237 ,0x106131208f673999:0xfc54152ef3f52855
Ndolo-citadel hostel,6 77 40 95 06,"573M+VPW, Buea",0,0,0,,Lodge, Lodge ,"https://www.google.com/maps/place/Ndolo-citadel+hostel/@4.1547384,9.21223,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061310f3f53004d:0x7b909c56c91b6ae8!8m2!3d4.1547384!4d9.2843278!15sCg5sb2RnZXMgaW4gQnVlYZIBBWxvZGdl4AEA!16s%2Fg%2F11lgs62vcb?entry=ttu",4.1547384,9.21223,,Lodge, 573M VPW  Buea ,0x1061310f3f53004d:0x7b909c56c91b6ae8
Tomato Lounge,6 51 35 36 16,"5765+WGJ, molyko to Buea town Rd, Buea",0,0,0,,Lounge bar, Lounge bar ,"https://www.google.com/maps/place/Tomato+Lounge/@4.1623498,9.2227288,14z/data=!4m11!1m3!2m2!1sbars+in+buea!6e5!3m6!1s0x10613338a39e49a5:0x9154d016200ac6b9!8m2!3d4.1623498!4d9.2587777!15sCgxiYXJzIGluIGJ1ZWFaDiIMYmFycyBpbiBidWVhkgEGbG91bmdl4AEA!16s%2Fg%2F11rx1tj3s4?entry=ttu",4.1623498,9.2227288,,On  site meal, 5765 WGJ  molyko to Buea town Rd  Buea ,0x10613338a39e49a5:0x9154d016200ac6b9
Assurance Lounge,6 81 02 88 34,"molyko to Buea town Rd, Buea",0,0,0,,Lounge bar, Lounge bar ,"https://www.google.com/maps/place/Assurance+Lounge/@4.1536786,9.2128501,14z/data=!4m11!1m3!2m2!1sbars+in+buea!6e5!3m6!1s0x1061330d88d3980b:0x97c8d28c625f49ee!8m2!3d4.1536786!4d9.248899!15sCgxiYXJzIGluIGJ1ZWFaDiIMYmFycyBpbiBidWVhkgEGbG91bmdl4AEA!16s%2Fg%2F11s5t3ql2d?entry=ttu",4.1536786,9.2128501,,On  site meal  Drive available  Contactless delivery, molyko to Buea town Rd  Buea ,0x1061330d88d3980b:0x97c8d28c625f49ee
London Lounge,6 50 94 34 89,"Bolifamba, Mile16 opposite Dacosta, Before Bocom, Buea",0,0,0,,Lounge bar, Lounge bar ,"https://www.google.com/maps/place/London+Lounge/@4.1715071,9.268847,14z/data=!4m11!1m3!2m2!1sbars+in+buea!6e5!3m6!1s0x1061319bc9d75abb:0x33722f9b8d003b72!8m2!3d4.1715071!4d9.3048959!15sCgxiYXJzIGluIGJ1ZWFaDiIMYmFycyBpbiBidWVhkgEGbG91bmdl4AEA!16s%2Fg%2F11tfjsyl7r?entry=ttu",4.171507,9.268847,https://lh5.googleusercontent.com/p/AF1QipPrzYEZfhLqvzYBs-kRjLBXdXvbG91ajYsovWpN=w467-h240-k-no,On  site meals  Drive service  Contact  free delivery, Bolifamba  Mile16 opposite Dacosta  Before Bocom  Buea ,0x1061319bc9d75abb:0x33722f9b8d003b72
Realchips Ltd,6 71 51 99 33,"Bonduma gate, Buea",0,0,0,,Market, Market ,"https://www.google.com/maps/place/Realchips+Ltd/@4.1538769,9.184053,13z/data=!4m10!1m2!2m1!1smarkets+buea+cameroon!3m6!1s0x106133220d8463bb:0x3cc36c88ccede3ec!8m2!3d4.1569568!4d9.2656046!15sChVtYXJrZXRzIGJ1ZWEgY2FtZXJvb26SAQZtYXJrZXTgAQA!16s%2Fg%2F11t1fk_575!5m1!1e1?entry=ttu",4.1538769,9.184053,,Market, Bonduma gate  Buea ,0x106133220d8463bb:0x3cc36c88ccede3ec
cite' nimo,6 53 60 66 93,"575V+M62, Malingo Street, Buea",0,0,0,,Mobile phone store, Mobile phone store ,"https://www.google.com/maps/place/cite'+nimo/@4.1591273,9.275001,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x1061312878154d3d:0x5b36128237777930!8m2!3d4.1591273!4d9.2930254!15sCgxjaXRlIGluIGJ1ZWGSARBjZWxsX3Bob25lX3N0b3Jl4AEA!16s%2Fg%2F11nwxf6t0b?entry=ttu",4.1591273,9.275001,,Mobile phone store, 575V M62  Malingo Street  Buea ,0x1061312878154d3d:0x5b36128237777930
"Watson city Restaurant, Snack, Motel, Buea",6 79 83 39 68,"679833968, Mile 17 Park, Buea",0,0,0,,Motel, Motel ,"https://www.google.com/maps/place/Watson+city+Restaurant,+Snack,+Motel,+Buea/@4.1559658,9.1911265,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061337d3af2e2d5:0x5741b28d9b22728!8m2!3d4.1597328!4d9.2654024!15sCg5sb2RnZXMgaW4gQnVlYZIBBW1vdGVs4AEA!16s%2Fg%2F11v0zz9y7q?entry=ttu",4.1559658,9.1911265,https://lh5.googleusercontent.com/p/AF1QipNMPcYznNmTvpFrlyTAPXv_s6mv-cxv6DMntA-1=w408-h906-k-no,Motel, 679833968  Mile 17 Park  Buea ,0x1061337d3af2e2d5:0x5741b28d9b22728
LYSOKA VILLAGE,,"46XW+74F, Buea",0,0,0,,Museum, Museum ,"https://www.google.com/maps/place/LYSOKA+VILLAGE/@4.1548455,8.9711476,11z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x1061324555555555:0x885a107b2c07e238!8m2!3d4.1481842!4d9.245302!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBBm11c2V1beABAA!16s%2Fg%2F11c20pzxry!5m1!1e1?entry=ttu",4.1548455,8.9711476,,Museum, 46XW 74F  Buea ,0x1061324555555555:0x885a107b2c07e238
Inspector Ltd,6 50 96 96 35,"572V+Q4H, Molyko, Buea",0,0,0,,Museum, Museum ,"https://www.google.com/maps/place/Inspector+Ltd./@4.1519379,9.2568059,14z/data=!4m16!1m8!2m7!1smuseum+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!3m6!1s0x106131b526eb00bd:0x6bdaaa57e5d129af!8m2!3d4.1519379!4d9.2928548!15sCg5tdXNldW0gaW4gYnVlYZIBBm11c2V1beABAA!16s%2Fg%2F11smmp5q8p!5m1!1e1?entry=ttu",4.1519379,9.2568059,,Museum, 572V Q4H  Molyko  Buea ,0x106131b526eb00bd:0x6bdaaa57e5d129af
Jekalowa,6 76 46 95 65,"573V+84G, Beside Orange Office, molyko to Buea town Rd, Buea",0,0,0,,Music Store, Music Store ,"https://www.google.com/maps/place/Jekalowa/@4.1548455,8.9711476,11z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x10613162f2b2122f:0x53a89649c767f6b1!8m2!3d4.1533021!4d9.2928422!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYVoWIhR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBC211c2ljX3N0b3Jl4AEA!16s%2Fg%2F11kw268qx6!5m1!1e1?entry=ttu",4.1548455,8.9711476,,Purchases in stores  Delivery, 573V 84G  Beside Orange Office  molyko to Buea town Rd  Buea ,0x10613162f2b2122f:0x53a89649c767f6b1
